Epoch,Train Loss,Validation Loss
1,0.0002543884727142809,0.00010502821184706624
2,9.473567371406924e-05,8.48564329957029e-05
3,8.157971189544003e-05,7.561801224222075e-05
4,7.49377709148665e-05,7.138525192608035e-05
5,7.063164755273623e-05,6.850562401302374e-05
