Epoch,Train Loss,Validation Loss
1,0.0005961336232934407,0.00016096893030448123
2,0.00014152832721755194,0.0001042681742919826
3,0.00010025573866374891,8.277093647647397e-05
4,8.158558560910145e-05,7.191952004363927e-05
5,7.099062895672622e-05,6.522738053445497e-05
