Epoch,Train Loss,Validation Loss
1,0.0007845196475898947,0.00022163012949171423
2,0.00018171473538794282,0.0001228635444397923
3,0.00012936483061957524,0.0001053780787707507
4,0.00010577449148466825,8.948051431860348e-05
5,9.234729299457405e-05,8.775278267524814e-05
