Epoch,Train Loss,Validation Loss
1,0.0004743128939461196,0.0001475333235480794
2,0.00014514265484026438,0.00010626778627626638
3,0.00010972590209768771,8.89222835502198e-05
4,9.198820158962948e-05,7.909584450150791e-05
5,8.137451672282556e-05,7.408908576528195e-05
