Epoch,Train Loss,Validation Loss
1,0.0006205143566351457,0.00015807903349211906
2,0.0001412732887427792,0.00010107138966049427
3,0.00010029178993078745,8.529933974062745e-05
4,8.322009638394465e-05,7.40935586659634e-05
5,7.279359889026166e-05,6.593155674992129e-05
