Epoch,Train Loss,Validation Loss
1,0.0002274387816429997,0.000101064014294631
2,0.00010331724410034408,8.753986179120451e-05
3,9.042623080115921e-05,8.026405478934369e-05
4,8.351458649753405e-05,7.447614396167207e-05
5,7.912306895691751e-05,7.171680073480713e-05
