Epoch,Train Loss,Validation Loss
1,0.00031355172177317846,0.00012658008523026688
2,0.00010774045537660537,0.00010162758671530928
3,9.219031777075698e-05,9.54100620960903e-05
4,8.433774743497561e-05,8.816361815425572e-05
5,7.941657962821466e-05,8.480765088986825e-05
