Epoch,Train Loss,Validation Loss
1,0.0005768588538972426,0.00014475193293668787
2,0.0001280437565877345,9.526205109464473e-05
3,9.136503957655678e-05,8.143246049478787e-05
4,7.554985482121001e-05,6.846915608141035e-05
5,6.634181415692616e-05,6.067539435101281e-05
